catapult_id,year_month,user_name,entry,update_timestamp
us-east-1:c1c5c0d8-9ce7-4d5d-9419-7f8d56670658,201907,AZJDGAAS144035,1,2019-08-06T19:22:57.278Z
us-east-1:5c928730-49c2-4862-8da4-910a6850251c,201907,AZJDGAAS52436,1,2019-08-06T19:22:57.401Z
us-east-1:e093ae97-aa1f-4289-ab3b-7c43140823d3,201907,AZJDGAAS146577,1,2019-08-06T19:22:57.282Z
us-east-1:6273c0b8-f678-43da-b2df-07cbbc528631,201907,AZJDGAAS7605,1,2019-08-06T19:22:57.445Z
us-east-1:3ae74ab1-af3a-4ec1-839e-08d8e97782fd,201907,AZJDGAAS79806,1,2019-08-06T19:22:57.455Z
